feature_304,feature_138,feature_833,feature_231,feature_693,feature_160,feature_409,feature_31,feature_420,feature_256,feature_5,feature_812,feature_863,feature_927,feature_2,feature_803,feature_12,feature_758,feature_145,feature_381,feature_898,feature_125,feature_233,feature_18,feature_97,feature_924,class
-2.2360899,-3.4387529,-2.1261754,-0.97137374,3.1856589,-2.6242063,-3.4731681,-4.1059971,3.1029725,-1.3795332,-1.4133821,5.8212748,0.85369462,-3.2628341,0.66424704,-1.9211583,-3.178371,-1.1366225,-2.4771328,-1.3285124,-0.94822204,-0.10677435,0.21243773,0.27440473,-1.2915827,-0.83308023,PPB
-2.097717,-3.1777649,-1.8349186,-0.87592053,2.9981976,-2.452116,-3.5264184,-3.9449146,3.1658497,-1.2955801,-1.4813312,5.5538077,0.71242768,-2.8875871,0.21063024,-1.663078,-3.0774474,-0.82500994,-2.6615741,-1.1097944,-1.0662385,-0.01738603,0.10820116,0.1396455,-1.1476328,-0.7730093,PPB
-2.0657399,-3.0016806,-1.636443,-0.4620617,3.2398193,-2.4553268,-3.3266189,-3.6051311,2.9469173,-1.2225487,-1.6458497,5.5874228,0.46310607,-2.9045541,0.39264286,-1.6620859,-2.8688641,-0.87066191,-2.3280914,-1.0065782,-0.99173784,-0.057458457,0.19262373,0.14528282,-1.1069124,-0.68570799,PPB
-2.0531375,-3.1818881,-2.0107169,-0.59997165,2.9881253,-2.6556163,-3.151768,-3.8597763,2.9552205,-1.6306721,-1.7183927,6.0389504,0.76015484,-2.8677335,0.32306126,-1.928686,-2.9569802,-0.73243761,-2.688724,-1.0585372,-0.96031338,-0.31280854,0.34163705,0.18793449,-0.99882466,-0.69250423,PPB
-2.3146939,-3.4141123,-1.813446,-0.94745803,2.8547587,-2.5709159,-3.234072,-4.2245512,3.1550119,-1.3714598,-2.0022402,5.9538136,0.71237415,-3.3034253,0.3599481,-2.0218742,-3.0340137,-1.002022,-2.5587425,-1.1678233,-0.75178099,-0.31101963,0.21422239,0.052569389,-1.0296292,-0.68755674,PPB
-2.0324152,-2.6503458,-1.7633586,-0.1987078,3.2738895,-2.5415075,-3.4771423,-3.8196487,3.1386249,-1.4644783,-1.2982061,5.8692217,0.49672449,-3.189507,0.1733872,-1.7301989,-2.9431152,-0.55437607,-2.2750266,-0.78416306,-1.1027826,-0.25940061,0.40005383,-0.043213923,-0.8850463,-0.81016439,PPB
-2.1789014,-3.1627309,-1.6182511,-0.34815747,2.8332415,-2.7784817,-3.3116341,-4.0210266,3.2487407,-1.6073182,-1.6234959,5.8863158,0.64380652,-3.3163416,0.38641751,-1.657548,-2.9592757,-0.84188604,-2.3717546,-1.194618,-0.9190883,-0.5544194,0.34987628,0.096786514,-0.6599623,-1.0563202,PPB
-2.0390425,-3.3188291,-2.2509177,-1.5917168,2.7857754,-2.0799992,-3.6140842,-3.9328563,2.6731899,-1.7598709,-1.9306943,6.0491467,0.45481268,-3.1114061,0.257471,-2.3017416,-3.0377202,-1.0810944,-2.3850493,-1.1235904,-0.94039583,-0.3061159,-0.24372414,0.14878032,-1.1574579,-0.6446979,PPB
-1.7925451,-3.228714,-1.7697182,-0.77841097,2.6846652,-2.2589557,-3.744962,-3.8186066,2.6131759,-1.341023,-2.5520911,5.6669979,0.48365656,-3.0029955,0.33953285,-1.8728896,-2.9711385,-1.008585,-2.1638582,-0.81785971,-1.2641414,-0.023240861,0.13670765,0.24738985,-0.93551236,-0.54438245,PPB
-1.8563597,-3.1509604,-1.9000943,-0.22439851,2.96842,-2.8384912,-3.4734595,-3.8177733,2.6830788,-1.6871256,-2.4777303,5.4703541,0.64360738,-3.5723205,0.67207521,-1.6450772,-3.1272826,-0.65908581,-1.7623975,-0.94251227,-1.3674177,-0.51326579,0.36829263,0.62720108,-0.82319438,-0.9431197,PPW
-1.8658968,-3.3083129,-1.7988964,0.097329415,2.6256683,-2.4717529,-3.405864,-3.7952454,2.7305195,-1.5028704,-2.733433,5.7519608,0.42180991,-3.4929616,0.60592604,-1.4704243,-2.9849877,-0.86850482,-1.7236576,-0.90217727,-1.5678731,-0.74183571,0.34664631,0.6027382,-0.53520131,-0.94421828,PPW
-1.9709935,-3.3754206,-1.6737932,-0.07681255,2.5339203,-2.4761026,-3.2939854,-3.8154802,2.7907345,-1.5202448,-2.2232068,5.3613758,0.31015569,-3.6719205,0.55227917,-1.7474452,-2.9829011,-0.79609609,-1.8227363,-0.89768124,-1.3060459,-0.81760472,0.26316985,0.22890586,-0.72681516,-1.1704865,PPW
-1.9705245,-3.3061459,-1.6229224,-0.012304287,2.92992,-2.6090837,-3.2347205,-4.0016875,3.1291518,-1.7711332,-2.4327579,6.3273883,0.61341721,-3.5051584,0.4118669,-1.5987253,-2.9561718,-1.1149765,-1.9677306,-0.90901417,-1.2635483,-1.0117065,0.31040239,0.19990587,-0.35571706,-1.2194113,PPW
-1.8665545,-3.2398937,-1.6276164,-0.30702862,2.5152369,-2.2191281,-3.5970562,-3.6562042,2.5723901,-1.7799286,-2.9467759,6.7000866,0.2465651,-3.2960007,-0.35651153,-1.5283316,-2.8242226,-1.0833991,-1.949538,-0.86094069,-1.2011154,-1.4906538,0.24816,0.089535102,-0.52507025,-1.0530677,PPW
-1.8138673,-3.1811008,-1.8740566,0.37953207,2.8794272,-2.7622163,-3.5611351,-3.7325671,2.7622197,-1.5280904,-2.9593439,6.3466411,0.2990059,-3.4686396,0.32054663,-1.3702254,-2.8978624,-1.1132975,-1.8733751,-0.74237937,-1.4897201,-1.1895694,0.72212905,0.43810534,-0.4617191,-1.189779,PPW
-1.8599724,-3.3871503,-1.835063,0.17144448,2.4483194,-2.5063298,-3.283747,-3.8274882,3.0863779,-1.9044864,-2.9260838,6.548491,0.196849,-3.4898717,-0.05558531,-1.4995328,-2.8788037,-0.59923393,-1.5842228,-0.83516109,-1.3867807,-1.5197295,0.46959385,0.10057394,-0.41986156,-0.86840618,PPW
-1.9548633,-3.2791054,-1.4393065,-0.20348185,2.5585785,-2.2494698,-3.6214881,-3.6702626,2.9544182,-1.9333736,-2.4547863,5.8420701,0.40423831,-3.2434802,0.24286558,-1.3957285,-2.7765653,-1.1129354,-1.7917329,-0.9166432,-1.521179,-0.91804874,0.055387419,0.36693382,-0.48031545,-0.87245452,PPW
-1.9503725,-3.4863374,-1.8556749,-0.49234197,2.6439035,-2.6090539,-3.5142028,-3.8109014,2.7571039,-1.834932,-3.0402353,5.9882793,0.29737958,-3.426496,0.40221643,-1.7956195,-2.9743676,-1.0088096,-1.9587601,-1.0948358,-1.2420505,-0.99294442,0.015895408,0.3113777,-0.77178591,-0.79980135,PPW
-2.1512303,-3.3461649,-1.6687531,0.28951916,2.9901335,-2.6967285,-3.421052,-3.6703942,2.8479366,-1.7153618,-2.5848031,6.5209093,0.28133723,-3.2476127,0.17814982,-1.3176491,-2.9507389,-0.98025697,-1.8388654,-0.82318157,-0.93082798,-1.2722447,0.555314,0.14047399,-0.5945676,-1.0420808,PPW
-2.3658478,-3.2610199,-1.7765917,-0.15538111,3.2838743,-2.310266,-3.6105645,-3.9921176,3.4739621,-1.7820055,-1.5154628,6.686286,0.45675474,-3.6115129,0.19763593,-1.5930467,-3.2306468,-0.53308666,-2.6182127,-1.0052209,-0.98675364,-0.74349087,0.14872627,-0.042050801,-0.61901313,-1.0021523,PPW
-2.1410284,-3.1044893,-1.8807164,0.12153721,3.1590106,-2.574651,-3.2804301,-3.6915462,2.7451999,-1.7589459,-2.026365,6.7762499,0.3926971,-3.187829,-0.048284918,-1.4281957,-2.9829185,-0.72073084,-1.7385471,-0.76300919,-0.78048569,-1.225299,0.29270872,0.099429116,-0.44850159,-1.1251183,PPW
-2.0323873,-2.8618829,-1.8395498,-0.11540574,3.8374498,-2.3905406,-3.2468841,-3.8741519,3.822104,-1.2021167,-1.1047648,5.8439345,0.68756217,-3.3672509,0.23953733,-1.6483308,-3.4401319,-0.76749873,-3.03304,-0.84652883,-1.3207945,-0.34853759,0.22719744,-0.23266295,-1.1475263,-0.87186551,PPW
-2.0214975,-3.2077775,-1.9470781,0.37633893,2.6078942,-2.7133076,-3.3050427,-3.7859485,2.8698173,-1.5379802,-2.9402013,6.4773154,0.18961696,-3.4485207,0.30357063,-1.5688219,-2.9505754,-0.97177225,-1.531534,-0.76597577,-1.3972046,-1.167595,0.51412368,0.23405248,-0.34884459,-0.90207899,PPW
-2.2581661,-3.2726452,-1.6296352,0.1607226,3.3577402,-2.632798,-3.441715,-3.7230597,2.9269345,-1.7511244,-2.0365956,6.4104881,0.40653652,-3.2999525,0.30055606,-1.4043179,-2.9205384,-1.0324124,-2.1323948,-0.99416351,-0.90582079,-0.95881855,0.3554495,0.24782029,-0.4965409,-1.1653688,PPW
-2.0748184,-3.0397639,-1.7691168,-0.15576209,3.0885026,-2.5075119,-3.6327789,-3.8204722,2.5542595,-1.62304,-2.2592931,6.5927935,0.32955384,-3.1503577,-0.071736753,-1.5182383,-3.0447047,-0.74364752,-2.3377233,-0.78181005,-0.98551393,-0.67062753,0.46363381,0.13893387,-0.76022089,-1.037593,PPW
-2.0503922,-3.1569216,-1.6902986,-0.10295768,3.3065529,-2.6742127,-3.3957117,-3.9897525,3.2429452,-1.590312,-1.7348961,6.2932825,0.55500573,-3.2221594,0.26454395,-1.6587499,-3.1191251,-0.75508535,-2.4364052,-0.93747473,-1.181046,-0.5504908,0.49765068,-0.020425774,-0.79160148,-0.97388881,PPW
-2.1791661,-3.2973897,-1.9174958,-0.64601868,2.9344704,-2.3527434,-3.4133589,-3.9973524,2.7395289,-1.6462715,-1.8293203,5.7227812,0.58468211,-3.1599751,0.20737275,-1.6134818,-3.0838783,-0.90477782,-2.4143317,-1.0662839,-1.1908336,-0.28664452,0.15066031,0.26787916,-0.9159652,-0.99800479,PPW
-2.1305239,-2.9180682,-1.617734,0.40088972,3.2419925,-2.7146544,-3.1799169,-4.0702658,3.6678805,-1.4373611,-2.0927644,6.3250732,0.59151524,-3.6609983,0.27130306,-1.5484511,-3.2449422,-0.94662434,-2.3913682,-0.8330183,-1.4419445,-0.54737556,0.66156608,0.15168747,-0.57005155,-1.1897492,PPW
-2.2979684,-3.1036549,-1.8233093,-0.44509354,3.0494578,-2.7450767,-3.3900135,-3.868381,2.9726036,-1.5734048,-2.034415,6.2799749,0.49037421,-3.497988,0.29645669,-1.6877679,-2.9915962,-1.0105177,-2.3467321,-1.0048492,-1.0768299,-0.6315645,0.30586413,0.25415879,-0.73711914,-1.1015791,PPW
-2.0294807,-3.454205,-1.6249006,-0.042803649,2.8654547,-2.5868213,-3.6108167,-3.8489194,2.8076775,-1.279133,-2.6541376,6.1098838,0.53995883,-3.3966353,0.51224875,-1.6943916,-3.1356087,-0.85015595,-2.1427331,-0.88113177,-1.4819875,-0.59420997,0.48270124,0.26076624,-0.88482469,-1.0434471,PPW
-2.0850263,-3.2372878,-1.6367599,0.073893398,2.8820779,-2.443912,-3.47628,-3.8894341,3.1941714,-1.5679173,-2.2335243,6.5790381,0.52386343,-3.6252921,0.16984138,-1.4919343,-3.1288018,-0.84724313,-2.2524707,-0.87852877,-1.4339656,-0.95442718,0.54887629,0.048286229,-0.64584297,-1.23838,PPW
-2.3194301,-3.3560362,-1.5992458,-0.12930308,2.6337059,-2.2442369,-3.6403754,-3.8155122,3.0368149,-1.7085721,-2.1229119,6.2572355,0.15277006,-3.4476054,0.12492295,-1.4272859,-3.061178,-0.98570305,-2.1876864,-1.0684863,-1.170001,-0.92968756,0.23452738,0.12387422,-0.5744524,-1.1418744,PPW
-1.9704412,-3.2855866,-1.6835065,-0.084182099,3.1142156,-2.6814034,-3.4666443,-4.0640016,2.9411535,-1.3902897,-2.4633939,6.1304855,0.68839747,-3.5059171,0.48042017,-1.6555686,-3.0179214,-0.73547292,-2.0230615,-0.82956213,-1.3240662,-0.4098866,0.57187533,0.21638873,-0.92113662,-0.85401261,PPW
-2.2266593,-3.0240362,-1.6658964,-0.15725361,3.1160381,-2.3711696,-3.3728802,-3.7881758,3.0513725,-1.5444711,-1.9954027,6.5377297,0.37236527,-3.4269559,0.053618547,-1.6185097,-3.0483904,-0.97034425,-2.3043067,-1.0080578,-1.1473249,-0.82838267,0.28780183,-0.035350956,-0.72467411,-0.96867621,PPW
-2.0317059,-3.6601193,-1.9532973,0.2609891,2.9603794,-2.8185277,-3.2509568,-4.0219178,2.9657953,-1.6773617,-3.4966745,6.4614191,0.32638395,-3.6258678,0.53011954,-1.9222447,-2.9883046,-0.87496722,-1.6647981,-1.031213,-1.2264436,-1.195123,0.56268615,0.39422712,-0.7267167,-1.0709368,PPW
-2.1981916,-3.5367157,-1.7342103,-0.44450206,2.8836155,-2.6198854,-3.4600461,-3.8949625,3.0932653,-1.7733713,-2.8354356,6.2076874,0.39470199,-3.4360008,0.25045055,-1.9056839,-3.0841944,-1.1624049,-2.0830348,-1.2282717,-1.0328486,-0.87268883,0.14208543,0.25115636,-0.96617776,-0.81479484,PPW
-2.1988416,-3.1265783,-1.8662995,-1.0382922,3.8680263,-1.9092901,-3.5152051,-3.6123185,3.1974912,-1.7506299,-1.1212193,5.8335547,0.40196282,-3.1749663,0.17037648,-1.7210331,-2.7884355,-0.86870027,-2.8488941,-1.290199,-0.64647067,-0.53719181,-0.37632227,0.075087383,-0.79498065,-0.9908272,PPW
-2.45297,-3.2175953,-1.9575987,-0.59575135,3.6558342,-2.2080166,-3.665971,-3.9822552,3.6461766,-1.7437348,-1.3689555,6.3819418,0.51022458,-3.5207274,0.15548062,-1.6671464,-3.2045848,-0.85472304,-2.7247047,-1.0339935,-1.2205138,-0.4961451,-0.18249112,0.040733546,-0.76682216,-0.95638257,PPW
-2.2870777,-3.4713597,-1.6806357,0.10758467,3.2279508,-2.8578508,-3.4500551,-3.8121562,2.8594375,-1.8616967,-3.0383809,6.4508591,0.39094615,-3.5414069,0.573039,-1.7111081,-2.9621627,-1.0501006,-1.7485912,-1.106771,-1.2280192,-0.87060636,0.24057038,0.450746,-0.75573063,-0.89503056,PPW
-1.9439623,-3.5112514,-1.7213335,0.34510908,2.4611506,-2.4962935,-3.6335599,-3.8267081,2.5980031,-1.4288032,-3.0715964,6.2330446,0.32727343,-3.4617267,0.69762295,-1.6532125,-2.9864936,-0.93151909,-1.4955597,-0.60996276,-1.455245,-1.0729514,0.60289985,0.29478222,-0.49713796,-1.1097735,PPW
-1.5991514,-3.193125,-1.6769539,0.21772166,2.5661614,-2.5810864,-3.4930861,-3.6588333,2.2743895,-1.6180217,-3.1694388,6.4366946,0.37260833,-3.3595154,0.51344138,-1.5529568,-2.4411287,-0.75609595,-1.5029804,-0.86242723,-1.2082831,-1.299085,0.77823299,0.34624746,-0.35463542,-0.92638713,PPW
-1.9710021,-3.1939406,-1.9298292,-0.62433237,2.6511035,-2.5512788,-3.5238185,-3.7275555,2.5991828,-1.7851048,-2.6092284,5.9979005,0.32203454,-3.1404436,0.073134311,-1.6588329,-2.7375412,-0.93123555,-2.128442,-1.0236936,-1.1256171,-0.92505604,0.2240544,0.4699561,-0.8008818,-0.89201164,PPW
-2.3471701,-3.4209051,-1.6420289,-0.30270949,2.9428251,-2.5554528,-3.1514437,-3.8544087,2.9892418,-1.5905675,-2.2025676,5.9317703,0.56071031,-3.2921462,0.58117449,-1.6472346,-2.7923322,-1.2071846,-1.8601269,-1.0954064,-0.8442573,-0.89542091,0.15888071,0.25694427,-0.72088277,-1.1203196,PPW
-2.0278807,-2.7918637,-1.6304897,-0.24797101,4.3554435,-2.2420819,-3.1367667,-3.8278029,3.7910311,-1.0149596,-0.64527893,5.6039996,0.52250612,-3.5584769,0.44340885,-1.6119181,-3.4356134,-0.87173527,-2.5513332,-0.91899544,-1.2597436,-0.34354129,0.010795806,-0.21290588,-0.94844902,-0.96238661,PPW
-2.1830449,-3.1456752,-1.5614442,-0.32986373,3.0526741,-2.2278876,-3.4918754,-3.8066323,2.9772835,-1.8111354,-1.9040552,6.1988959,0.41082463,-3.1919582,0.099622667,-1.4968963,-3.1882179,-0.72560239,-2.1307292,-0.87645531,-1.1317589,-0.53958601,0.033709414,-0.045545448,-0.76405007,-0.82387644,PPW
-2.3952465,-3.2495661,-1.682377,-0.1683384,4.0408888,-2.4965298,-3.5813344,-4.0473905,3.7163522,-1.8748995,-1.0209094,6.6166172,0.46150592,-3.3690853,0.05620556,-1.7058822,-3.2520423,-0.98014253,-2.4181073,-0.95606667,-0.90371889,-0.8001802,0.021086853,-0.28368154,-0.96284121,-0.87024343,PPW
-1.8715833,-3.166019,-1.6005276,0.15825382,2.5594168,-2.4836264,-3.4836204,-4.0229354,3.0108123,-1.3900448,-2.4758072,6.1076803,0.38880011,-3.6511307,0.26469177,-1.4257901,-3.207648,-0.57429814,-1.9665436,-0.83803725,-1.5623051,-0.6259318,0.59409773,-0.018766053,-0.67563009,-1.0671418,PPW
-2.123409,-3.2019331,-1.7169192,-0.67032874,3.8335123,-2.3056927,-3.4114161,-3.8259559,3.4749918,-1.5316653,-1.2993709,5.8788986,0.26638782,-3.222564,0.38032287,-1.9126166,-2.9573972,-1.0642087,-2.5980518,-1.0019814,-1.0382751,-0.37342009,-0.15598536,0.022710741,-0.81373757,-0.82440901,PPW
-2.4602056,-3.1944029,-1.7103069,-0.64267814,3.121274,-2.2695348,-3.5505302,-3.8470922,2.9915066,-1.6988593,-1.7031691,5.9772558,0.20249285,-3.1061132,0.090047829,-1.585306,-3.0821183,-0.93856603,-2.4344494,-1.0961473,-0.8759768,-0.35589242,-0.030300993,0.12114111,-0.65568012,-0.75307113,PPW
-1.8791507,-3.1784317,-1.6537157,-0.22862945,2.8254483,-2.4929039,-3.7274172,-3.8815081,2.7028041,-1.5119698,-2.2635913,5.7459793,0.49249393,-3.1085899,0.33603224,-1.5270815,-2.9635,-0.95340866,-2.1804833,-0.85363191,-1.3815614,-0.46532509,0.33606923,0.24001086,-0.6948958,-1.0182053,PPW
-1.9689639,-3.2518647,-1.6666096,0.12966473,2.6318779,-2.6408827,-3.3315156,-3.8075366,2.6390622,-1.6076729,-2.4514706,6.4655838,0.3510811,-3.3134713,0.23267421,-1.5648289,-2.7636268,-0.83019847,-1.8486674,-0.91736412,-1.1728494,-1.1752793,0.61423713,0.22612351,-0.51119304,-1.0605718,PPW
-2.2020552,-3.5839958,-1.908415,-0.22472118,2.6663084,-2.7304668,-3.3800294,-4.2299581,2.9081101,-1.5980392,-2.057476,6.268352,0.73938113,-3.3691256,0.44704181,-1.7716856,-3.0324624,-0.96224231,-1.9952441,-0.97220093,-1.0358948,-0.75452572,0.41515803,0.18842468,-0.70943117,-1.2124145,PPW
-2.011894,-3.4052293,-1.6509755,0.48099273,2.6461871,-2.8450723,-3.1590919,-4.1081057,2.8551791,-1.5365295,-2.6600673,5.9487648,0.50067985,-3.5600884,0.52732182,-1.3987597,-3.0339863,-0.70659214,-1.854328,-0.91175079,-1.465655,-0.87044877,0.6834656,0.12734111,-0.50753605,-1.0978668,PPW
-2.2392304,-3.3835964,-1.7102065,-0.20871381,2.6931322,-2.5591516,-3.4892836,-4.0721278,3.0747786,-1.6644449,-1.9597992,6.1742296,0.59287435,-3.4345047,0.31640449,-1.7033645,-3.1220105,-0.75990218,-2.1211154,-0.92864615,-1.0643268,-0.62372935,0.38864991,0.18368119,-0.74797952,-1.0367783,PPW
-2.1320922,-3.0312457,-1.6546134,-0.23493512,3.6223085,-2.5956194,-3.2742133,-4.0708113,3.3958292,-1.1103444,-1.0255587,5.5176315,0.65499616,-3.4478042,0.50006461,-1.734351,-3.3752575,-1.0757859,-2.7800417,-0.74871212,-1.4096187,0.023375932,0.28071302,0.16958797,-0.80164117,-1.1319162,PPW
-2.3873124,-3.3940525,-1.4556665,-0.3002584,3.3134396,-2.5287955,-3.3129385,-3.9367082,3.4475398,-1.5303698,-1.5392468,5.8472123,0.22810224,-3.2111704,0.39074171,-1.3812507,-3.2227576,-1.0618719,-2.4835951,-1.1650851,-0.82398069,-0.37623224,0.14009152,0.10196263,-0.76238984,-0.7371695,PPW
-2.0891366,-3.1172884,-1.8321006,0.030749518,3.0536535,-2.9292369,-2.9482527,-3.9090357,3.2118416,-1.4997257,-2.3084719,6.0352578,0.65042955,-3.6249733,0.30106419,-1.616989,-3.0231419,-0.97435719,-2.1006756,-0.97211498,-1.2143296,-0.71043402,0.60003924,0.32981402,-0.83314461,-1.1806198,PPW
-1.8956832,-3.3344359,-1.6645343,0.074948609,2.7247064,-2.7129221,-3.7375996,-3.957634,2.3111961,-1.5382713,-2.5311,6.1053562,0.62139565,-3.2290759,0.42354274,-1.4636728,-3.0289209,-0.78934783,-1.9157448,-0.78171009,-1.2987245,-0.65802115,0.63826007,0.19753164,-0.82284713,-0.99900341,PPW
-1.9425623,-3.0726902,-1.7437404,0.13166204,2.623569,-2.4263206,-3.7341084,-3.9110787,2.7523932,-1.4232854,-2.8197381,6.1344423,0.44071835,-3.4192507,-0.11033782,-1.4749092,-3.0059443,-0.78806728,-1.8634961,-0.802773,-1.5912474,-0.74410367,0.62072408,0.34499916,-0.87352306,-0.97513324,PPW
-2.0125027,-2.7561305,-1.5674353,-0.43294886,3.834512,-2.0075085,-3.6276028,-3.4629223,3.131629,-1.5890011,-0.88948202,5.7319975,0.19665956,-3.4051218,0.27080557,-1.7190773,-2.8590577,-0.98727936,-2.7020798,-0.9479295,-1.0830579,-0.58726948,-0.21555835,-0.001847886,-0.49424314,-0.98386592,PPW
-1.9710848,-2.8798618,-1.9525419,0.34720516,2.8537877,-2.6467834,-3.2814977,-4.0797439,3.2103724,-1.4167538,-1.9617677,6.3910623,0.74908048,-3.6157677,-0.043021068,-1.4723784,-3.496031,-0.4811174,-2.2580111,-0.60291791,-1.5457244,-0.68700695,0.64315158,-0.016270913,-0.7070176,-1.0876416,PPW
-2.012367,-3.176686,-1.7514913,-0.48157832,2.9009049,-2.3789296,-3.3641579,-3.9822171,2.8305249,-1.3159657,-1.7102991,5.795722,0.67424476,-3.0885267,0.4979865,-1.5179561,-3.1892734,-0.8983528,-2.5974877,-0.67864716,-1.5296824,-0.26542234,0.10737219,0.1311038,-0.7377032,-1.1173029,PPW
-2.4092917,-3.1153364,-1.589569,-0.47975293,3.9708142,-1.9160098,-3.5503082,-3.3652327,3.2122681,-2.0266638,-1.0434934,5.8466635,0.30895656,-3.3383667,0.33173403,-1.5898273,-2.5868866,-1.0628191,-2.6400397,-1.4111643,-0.71148473,-0.68787175,-0.45369387,0.21360007,-0.56449676,-0.83327615,PPW
-2.2394843,-3.0497019,-1.9091636,-0.80984366,3.1259155,-1.8903934,-3.6513491,-3.7476575,3.2171531,-1.6091141,-1.2348944,6.1184235,0.47090176,-3.2797453,0.2024567,-1.7339631,-3.1326578,-0.91188264,-2.784035,-1.1348145,-1.2630836,-0.41257223,-0.17038992,-0.032666549,-0.79943693,-0.88018274,PPW
-1.9482056,-3.2680094,-1.8553853,-0.31785214,2.900013,-2.4849234,-3.468087,-3.9100373,2.6507742,-1.3787404,-2.3763719,5.8779144,0.43586445,-3.378638,0.4847014,-1.7816062,-2.9007852,-0.88615298,-1.9660252,-0.77089334,-1.4168634,-0.61100119,0.51150906,0.44318312,-0.77422845,-1.1588734,PPW
-2.1475761,-3.5116034,-1.9182546,0.39001116,2.5385931,-2.8695433,-3.2515945,-3.8823287,2.6130965,-1.803571,-3.0862579,6.7733102,0.28650975,-3.4990561,0.30117822,-1.5157905,-2.9001429,-0.74515009,-1.5758647,-0.74068648,-1.2513505,-1.394627,0.58204806,0.15790129,-0.41858691,-0.85510266,PPW
-2.0443559,-2.8879776,-1.6780643,-0.003358629,3.0153804,-2.8640814,-3.1451545,-3.9731662,2.4859924,-1.276333,-2.2386606,5.8091512,0.67887872,-3.3034635,0.23765746,-1.5604057,-3.0767834,-0.72333026,-2.2680449,-0.80273068,-1.2163632,-0.24466458,0.69174534,0.33610293,-0.82492352,-0.98689067,PPW
-1.8178054,-3.1439357,-1.8152149,-0.13160405,2.9939723,-2.7054784,-3.2921605,-4.0571637,2.5924969,-1.5093418,-2.5534422,6.0752025,0.72494704,-3.4259694,-0.006871425,-1.6484803,-3.0240097,-0.68494397,-2.1348526,-0.93752658,-1.4088987,-0.59906518,0.70629632,0.3167237,-0.84649342,-1.0781854,PPW
-2.0257118,-3.134768,-1.6139797,0.038556676,2.5486977,-2.198333,-3.6044745,-3.943464,2.6683905,-1.4901824,-2.042546,6.0969481,0.28041759,-3.3408542,0.037082039,-1.516191,-3.1066372,-0.47606835,-2.0176978,-0.75474983,-1.2392311,-0.57798457,0.44250643,0.0968505,-0.72417289,-1.0636727,PPW
-1.9328808,-3.0015438,-1.7071141,-0.05495799,2.8376222,-2.4037628,-3.4629822,-4.1228929,3.0539763,-1.6993271,-2.314374,6.4204388,0.40244249,-3.2829897,-0.18181477,-1.5566758,-3.1498313,-0.28131479,-2.2100234,-0.65577221,-1.4027497,-0.60733145,0.43042359,-0.010917485,-0.67214358,-0.81001431,PPW
-2.1636469,-3.1702375,-1.6971192,-0.28861696,3.3307388,-2.7972286,-3.2603097,-4.2811604,2.9278481,-1.308831,-1.8660028,5.569243,0.70594853,-3.4328804,0.26106048,-1.5324602,-3.1589179,-0.99728221,-2.1954522,-0.89567858,-1.2805846,-0.19465122,0.41546625,0.23417562,-0.87095761,-1.2227733,PPW
-2.3289025,-2.7765219,-1.7482982,-0.25088248,3.5476511,-2.0703351,-3.4608476,-3.4799962,2.9934611,-1.384846,-0.53629839,5.4810591,0.53374809,-3.367317,0.4695527,-1.5304108,-3.077179,-0.52418828,-2.4065948,-0.87294251,-1.1400731,-0.20002086,-0.027303126,0.15537921,-0.67939621,-1.009567,PPW
-2.1333177,-2.5597885,-1.6959745,-0.55554992,3.8961978,-2.1627693,-3.5860863,-3.4535174,3.1069911,-1.3796355,-0.57918501,5.9224973,0.47759148,-3.2672105,0.23550455,-1.5563223,-3.0767641,-0.69505233,-2.4140162,-1.0168815,-1.0048931,-0.38351274,-0.16461243,-0.13601264,-0.81341845,-0.88563228,PPW
-2.1322777,-2.7596643,-1.7436734,-0.29004043,3.3046811,-2.0957069,-3.5027928,-3.6506119,3.4249959,-1.6799223,-0.74806654,5.8621359,0.44785726,-3.2522061,0.32878339,-1.8664564,-3.0723407,-0.53725046,-2.597657,-0.96488756,-0.99542677,-0.44836912,-0.13372867,-0.058883209,-0.80601174,-0.8163209,PPW
-2.4874389,-2.8805361,-1.5217265,-0.22392185,3.7053339,-2.0667768,-3.2892821,-3.5396426,3.4075012,-1.7513084,-0.88298643,5.9406605,0.36292461,-3.5986269,0.086657025,-1.4928541,-2.9174116,-0.64978963,-2.4751859,-1.1996975,-0.82066989,-0.64924806,-0.091659933,0.094562799,-0.64195591,-0.78857094,PPW
-1.815038,-3.2913871,-1.8776673,0.1286272,2.6806533,-2.5066628,-3.3844335,-4.0361738,2.8354626,-1.5562216,-2.5838699,6.0834575,0.58223718,-3.4855385,0.28411001,-1.6764808,-3.0501847,-0.66744941,-2.0637789,-0.81883848,-1.5209345,-0.70769614,0.54795796,0.37512916,-0.63581479,-1.1662971,PPW
-2.1346791,-3.1807482,-1.716435,0.17765504,2.979568,-2.7037098,-3.356884,-3.7144167,2.9178827,-1.5935624,-2.7201273,6.6545486,0.22730735,-3.3575292,0.42442483,-1.621332,-2.8129776,-1.3084029,-2.02858,-0.96077567,-0.95325798,-1.1052343,0.4910976,0.37038839,-0.49828297,-1.0955286,PPW
-2.3137205,-2.8992369,-1.8371338,-0.28371951,3.7821095,-2.3385417,-3.3490732,-4.0564051,3.690433,-1.0346987,-0.62591887,5.6979914,0.66384906,-3.2896421,0.52895784,-1.5629199,-3.489758,-0.99185711,-2.9471481,-0.75459468,-1.2186073,-0.30192342,0.098194033,-0.078654006,-0.84437042,-1.0705847,PPW
